Name,Table Name,Extended From Class,CI Family,Created
Network Gear,cmdb_ci_netgear,Hardware,cmdb_ci_netgear,06/03/2015 17:57
Network Hostname,cmdb_ci_network_host,Configuration Item,cmdb_ci_network,11/08/2016 19:23
Network Load Balancer,cmdb_ci_lb_network,Load Balancer,cmdb_ci_lb,11/08/2016 19:23
Network Policy Group,cmdb_ci_network_policy_group,Virtual Machine Object,cmdb_ci_network,22/02/2018 19:23
Network Template,cmdb_ci_network_template,Virtual Machine Object,cmdb_ci_network,22/02/2018 19:23
Network Traffic,cmdb_ci_net_traffic,Configuration Item,cmdb_ci_net,06/03/2015 17:57
NFS Endpoint,cmdb_ci_endpoint_nfs,Endpoint,cmdb_ci_endpoint,22/02/2018 19:23
NFS File system,cmdb_ci_file_system_nfs,File System,cmdb_ci_file,06/03/2015 17:57
Nginx Load Balancer,cmdb_ci_lb_nginx,Load Balancer Application,cmdb_ci_lb,11/08/2016 19:23
Nginx Web Server,cmdb_ci_nginx_web_server,Web Server,cmdb_ci_nginx,11/08/2016 19:23
NNTP Endpoint,cmdb_ci_endpoint_nntp,Endpoint,cmdb_ci_endpoint,11/08/2016 19:24
NSX Load Balancer,cmdb_ci_nsx_lb,Load Balancer,cmdb_ci_nsx,06/03/2021 00:23
Nutanix Cluster,cmdb_ci_nutanix_cluster,Virtual Machine Object,cmdb_ci_nutanix,06/03/2021 00:44
Nutanix Controller VM,cmdb_ci_nutanix_controller_vm,Application,cmdb_ci_nutanix,06/03/2021 01:11
Nutanix Host,cmdb_ci_nutanix_host,Virtualization Server,cmdb_ci_nutanix,06/03/2021 01:10
Nutanix Prism Central,cmdb_ci_nutanix_prism_central,Virtual Machine Object,cmdb_ci_nutanix,06/03/2021 00:54
Nutanix Storage Container,cmdb_ci_nutanix_storage_container,Storage Volume,cmdb_ci_nutanix,06/03/2021 00:43
Nutanix Storage Pool,cmdb_ci_nutanix_storage_pool,Storage Pool,cmdb_ci_nutanix,06/03/2021 00:45
Nutanix Virtual Machine Instance,cmdb_ci_nutanix_vm_instance,Virtual Machine Instance,cmdb_ci_nutanix,06/03/2021 00:49
OpenShift Build Config,cmdb_ci_openshift_build_conf,Kubernetes Component,cmdb_ci_openshift,05/03/2021 23:39
OpenShift Deployed Config,cmdb_ci_openshift_dep_conf,Kubernetes Component,cmdb_ci_openshift,06/03/2021 00:10
OpenShift Docker Image Repository,cmdb_ci_openshift_docker_images_repository,Kubernetes Component,cmdb_ci_openshift,05/03/2021 23:38
OpenShift Group,cmdb_ci_openshift_group,Kubernetes Component,cmdb_ci_openshift,05/03/2021 23:47
OpenShift Image,cmdb_ci_openshift_images,Kubernetes Component,cmdb_ci_openshift,05/03/2021 23:38
OpenShift Image Stream,cmdb_ci_openshift_images_stream,Kubernetes Component,cmdb_ci_openshift,05/03/2021 23:57
OpenShift Project,cmdb_ci_openshift_project,Kubernetes Component,cmdb_ci_openshift,05/03/2021 23:42
OpenShift Route,cmdb_ci_openshift_route,Kubernetes Component,cmdb_ci_openshift,06/03/2021 00:06
OpenShift Source2Image,cmdb_ci_openshift_source_2_image,Kubernetes Component,cmdb_ci_openshift,06/03/2021 00:11
OpenShift User,cmdb_ci_openshift_user,Kubernetes Component,cmdb_ci_openshift,05/03/2021 23:43
Openstack Datacenter,cmdb_ci_openstack_datacenter,Logical Datacenter,cmdb_ci_openstack,22/02/2018 19:23
OpenStack Domain,cmdb_ci_cloud_openstack_domain,Virtual Machine Object,cmdb_ci_cloud,06/03/2021 00:16
OpenStack Endpoint,cmdb_ci_cloud_openstack_endpoint,Virtual Machine Object,cmdb_ci_cloud,06/03/2021 00:41
OpenStack Service,cmdb_ci_cloud_openstack_service,Virtual Machine Object,cmdb_ci_cloud,06/03/2021 00:46
Operating-system-level Virtualization Container,cmdb_ci_oslv_container,Configuration Item,cmdb_ci_oslv,22/02/2018 19:23
Operating-system-level Virtualization Engine,cmdb_ci_oslv_engine,Application,cmdb_ci_oslv,22/02/2018 19:23
Operating-system-level Virtualization Image,cmdb_ci_oslv_image,Configuration Item,cmdb_ci_oslv,22/02/2018 19:23
Operating-system-level Virtualization Image Tag,cmdb_ci_oslv_image_tag,Configuration Item,cmdb_ci_oslv,22/02/2018 19:23
Operating-system-level Virtualization Local Image,cmdb_ci_oslv_local_image,Configuration Item,cmdb_ci_oslv,22/02/2018 19:23
Oracle App TNS Service,cmdb_ci_appl_ora_tns,Application,cmdb_ci_appl,11/08/2016 19:24
Oracle App TNS Service EP,cmdb_ci_endpoint_oracle_tns,Inclusion Endpoint,cmdb_ci_endpoint,11/08/2016 19:23
Oracle Catalog,cmdb_ci_db_ora_catalog,Database Catalog,cmdb_ci_db,06/03/2015 17:57
Oracle Concurrent Server,cmdb_ci_appl_ora_conc,Application,cmdb_ci_appl,11/08/2016 19:24
Oracle Database Listener,cmdb_ci_db_ora_listener,Application,cmdb_ci_db,06/03/2015 17:57
Oracle DB Endpoint,cmdb_ci_endpoint_oracle_db,Endpoint,cmdb_ci_endpoint,11/08/2016 19:23
Oracle DB schema inclusion,cmdb_ci_endpoint_oracle_db_schema,Inclusion Endpoint,cmdb_ci_endpoint,11/08/2016 19:23
Oracle Discoverer Engine,cmdb_ci_appl_ora_disc,Application,cmdb_ci_appl,11/08/2016 19:24
Oracle Discoverer UI,cmdb_ci_appl_ora_disc_ui,Application,cmdb_ci_appl,11/08/2016 19:24
Oracle ESB,cmdb_ci_appl_ora_ebs,Application,cmdb_ci_appl,11/08/2016 19:24
Oracle ESB Connection Endpoint,cmdb_ci_endpoint_oracle_esb,Endpoint,cmdb_ci_endpoint,11/08/2016 19:24
Oracle Essbase Server,cmdb_ci_app_server_ora_ess,Application Server,cmdb_ci_app,11/08/2016 19:22
Oracle Forms Engine,cmdb_ci_appl_ora_forms,Application,cmdb_ci_appl,11/08/2016 19:24
Oracle Forms UI,cmdb_ci_appl_ora_forms_ui,Application,cmdb_ci_appl,11/08/2016 19:23
Oracle Fulfillment Server,cmdb_ci_appl_ora_fs,Application,cmdb_ci_appl,11/08/2016 19:24
Oracle Golden Gate,cmdb_ci_appl_oracle_golden_gate,Application,cmdb_ci_appl,05/03/2021 23:34
Oracle Golden Gate Extract Process,cmdb_ci_appl_ora_gg_extract,Application,cmdb_ci_appl,06/03/2021 00:06
Oracle Golden Gate Replicat Process,cmdb_ci_appl_ora_gg_replicat,Application,cmdb_ci_appl,05/03/2021 23:56
Oracle HTTP Server,cmdb_ci_appl_ora_http,Application,cmdb_ci_appl,11/08/2016 19:23
Oracle iAS,cmdb_ci_app_server_ora_ias,Application Server,cmdb_ci_app,11/08/2016 19:25
Oracle iAS Module INC,cmdb_ci_endpoint_oracle_ias,Inclusion Endpoint,cmdb_ci_endpoint,11/08/2016 19:23
Oracle iAS Web module,cmdb_ci_app_server_ora_ias_m,Application Server,cmdb_ci_app,11/08/2016 19:24
Oracle Instance,cmdb_ci_db_ora_instance,Database Instance,cmdb_ci_db,06/03/2015 17:57
Oracle Metric Client,cmdb_ci_appl_ora_metric_client,Application,cmdb_ci_appl,11/08/2016 19:24
Oracle Metric Server,cmdb_ci_appl_ora_metric_svr,Application,cmdb_ci_appl,11/08/2016 19:24
Oracle Notification Server,cmdb_ci_appl_ora_notif_svr,Application,cmdb_ci_appl,11/08/2016 19:24
Oracle OACORE Server,cmdb_ci_appl_ora_oacore,Application,cmdb_ci_appl,11/08/2016 19:24
Oracle OAFM Server,cmdb_ci_appl_ora_oafm,Application,cmdb_ci_appl,11/08/2016 19:23
Oracle PDB Instance,cmdb_ci_db_ora_pdb_instance,Database Instance,cmdb_ci_db,05/03/2021 23:56
Oracle Process Manager,cmdb_ci_appl_ora_pm,Application,cmdb_ci_appl,11/08/2016 19:22
Oracle RAC DB Endpoint,cmdb_ci_endpoint_oracle_rac,Endpoint,cmdb_ci_endpoint,11/08/2016 19:23
Oracle Report Server,cmdb_ci_appl_ora_report,Application,cmdb_ci_appl,11/08/2016 19:23
Oracle TNS Listener Engine,cmdb_ci_appl_ora_tnslsnr,Application,cmdb_ci_appl,11/08/2016 19:24
OS/X Server,cmdb_ci_osx_server,Server,cmdb_ci_osx,06/03/2015 17:57
Outage,cmdb_ci_outage,,cmdb_ci_outage,06/03/2015 17:57
Outbound Cluster Endpoint,cmdb_ci_endpoint_ob_cluster,Endpoint,cmdb_ci_endpoint,11/08/2016 19:23
Outlet,cmdb_ci_pdu_outlet,Configuration Item,cmdb_ci_pdu,06/03/2015 17:57
Out-of-Band Device,cmdb_ci_outofband_device,Hardware,cmdb_ci_outofband,06/03/2015 17:58
Package,cmdb_ci_os_packages,Configuration Item,cmdb_ci_os,16/05/2019 18:12
Palto Alto Firewall Device,cmdb_ci_firewall_device_palo_alto,Firewall Device,cmdb_ci_firewall,06/03/2021 00:48
Panorama Firewall Device Group,cmdb_ci_firewall_device_group_panorama,Firewall Device Group,cmdb_ci_firewall,06/03/2021 01:05
Panorama Firewall Manager,cmdb_ci_firewall_manager_panorama,Firewall Manager,cmdb_ci_firewall,06/03/2021 00:18
Panorama Firewall Security Policy,cmdb_ci_firewall_sec_policy_panorama,Firewall Security Policy,cmdb_ci_firewall,06/03/2021 00:36
Parallels,cmdb_ci_vm_parallels,Virtual Machine HyperVisor,cmdb_ci_vm,06/03/2015 17:57
Patch,cmdb_ci_patches,Configuration Item,cmdb_ci_patches,06/03/2015 17:57
Payment Device,cmdb_ci_payment,IoT Device,cmdb_ci_payment,06/03/2021 00:35
PDU,cmdb_ci_pdu,Hardware,cmdb_ci_pdu,06/03/2015 17:57
Pending Application,cmdb_ci_appl_pending,Application,cmdb_ci_appl,29/08/2019 17:01
Peoplesoft Application Server,cmdb_ci_appl_peoplesoft,Application,cmdb_ci_appl,11/08/2016 19:24
Peoplesoft Application Server Endpoint,cmdb_ci_endpoint_peoplesoft,Endpoint,cmdb_ci_endpoint,11/08/2016 19:23
Performance Template,cmdb_ci_perf_template,Virtual Machine Object,cmdb_ci_perf,22/02/2018 19:23
Personal Printer,cmdb_ci_personal_printer,Printer,cmdb_ci_personal,11/08/2016 19:23
Plotter,cmdb_ci_plotter,Printing Hardware,cmdb_ci_plotter,11/08/2016 19:23
Point of Sale Device,cmdb_ci_pos,Payment Device,cmdb_ci_pos,06/03/2021 00:43
Policy Server,cmdb_ci_dir_policy_server,Infrastructure Service,cmdb_ci_dir,11/08/2016 19:23
POP3 Endpoint,cmdb_ci_endpoint_pop3,Endpoint,cmdb_ci_endpoint,11/08/2016 19:23
Port,cmdb_ci_port,Configuration Item,cmdb_ci_port,11/08/2016 19:23
Port Group,cmdb_ci_port_group,Virtual Machine Object,cmdb_ci_port,22/02/2018 19:23
PostgreSQL DB Endpoint,cmdb_ci_endpoint_postgresql,Endpoint,cmdb_ci_endpoint,11/08/2016 19:24
PostgreSQL Instance,cmdb_ci_db_postgresql_instance,Database Instance,cmdb_ci_db,06/03/2015 17:58
PostgreSQL Schema,cmdb_ci_postgresql_schema,Database Catalog,cmdb_ci_postgresql,06/03/2021 00:39
Power Equipment,cmdb_ci_power_eq,Facility Hardware,cmdb_ci_power,06/03/2015 17:57
Power Generator,cmdb_ci_generator_power_eq,Power Equipment,cmdb_ci_generator,06/03/2015 17:57
Print Queue,cmdb_ci_print_queue,Configuration Item,cmdb_ci_print,06/03/2015 17:57
Printer,cmdb_ci_printer,Hardware,cmdb_ci_printer,06/03/2015 17:57
Printing Hardware,cmdb_ci_printing_hardware,Configuration Item,cmdb_ci_printing,11/08/2016 19:23
Process Logic Controller,cmdb_ci_plc,Manufacturing Device,cmdb_ci_plc,06/03/2021 00:15
Protection Template,cmdb_ci_protection_template,Virtual Machine Object,cmdb_ci_protection,22/02/2018 19:23
Provider Device,cmdb_ci_provider_device,Network Gear,cmdb_ci_provider,06/03/2021 00:29
Puppet Master,cmdb_ci_puppet_master,Management Server,cmdb_ci_puppet,06/03/2015 17:58
Pure Storage File Share,cmdb_ci_storage_fileshare_pure,Storage File Share,cmdb_ci_storage,05/03/2021 23:29
Pure Storage Processor,cmdb_ci_storage_processor_pure,Configuration Item,cmdb_ci_storage,05/03/2021 23:28
Qtree,cmdb_ci_qtree,Virtual Machine Object,cmdb_ci_qtree,22/02/2018 19:23
Qualifier,cmdb_ci_qualifier,Configuration Item,cmdb_ci_qualifier,11/08/2016 19:22
RabbitMQ,cmdb_ci_appl_rabbitmq,Application,cmdb_ci_appl,22/02/2018 19:23
RabbitMQ Cluster,cmdb_ci_appl_rabbitmq_cluster,Application,cmdb_ci_appl,22/02/2018 19:24
RabbitMQ Endpoint,cmdb_ci_endpoint_rabbitmq,Endpoint,cmdb_ci_endpoint,22/02/2018 19:22
RabbitMQ Queue,cmdb_ci_appl_rabbitmq_queue,Application,cmdb_ci_appl,22/02/2018 19:23
RabbitMQ Queue Endpoint,cmdb_ci_endpoint_inclusion_rabbitmq_queue,Inclusion Endpoint,cmdb_ci_endpoint,22/02/2018 19:23
Rack,cmdb_ci_rack,Configuration Item,cmdb_ci_rack,06/03/2015 17:57
Radware Load Balancer,cmdb_ci_lb_radware,Load Balancer,cmdb_ci_lb,11/08/2016 19:24
RAID,cmdb_ci_raid,Storage Pool,cmdb_ci_raid,06/03/2015 17:57
RAID Member,cmdb_ci_raid_member,Storage Pool Member,cmdb_ci_raid,06/03/2015 17:57
Remedy HSServer,cmdb_ci_app_server_remedy,Application Server,cmdb_ci_app,11/08/2016 19:24
Remote Backup Template,cmdb_ci_remote_backup_template,Virtual Machine Object,cmdb_ci_remote,22/02/2018 19:23
Remote TCP Cross-memory Endpoint,cmdb_ci_endpoint_remote_tcp,Endpoint,cmdb_ci_endpoint,11/08/2016 19:23
Resource Group,cmdb_ci_resource_group,Virtual Machine Object,cmdb_ci_resource,22/02/2018 19:22
RFC Endpoint,cmdb_ci_endpoint_rfc,Endpoint,cmdb_ci_endpoint,11/08/2016 19:24
RHV Cluster,cmdb_ci_rhv_cluster,RHV Object,cmdb_ci_rhv,06/03/2021 00:21
RHV LDC,cmdb_ci_rhv_ldc,Logical Datacenter,cmdb_ci_rhv,06/03/2021 00:26
RHV Manager,cmdb_ci_rhv_manager,Application,cmdb_ci_rhv,06/03/2021 01:02
RHV Object,cmdb_ci_rhv_object,Virtual Machine Object,cmdb_ci_rhv,06/03/2021 00:21
RHV Server,cmdb_ci_rhv_server,Virtualization Server,cmdb_ci_rhv,06/03/2021 00:59
RHV Virtual Machine Instance,cmdb_ci_rhv_vm_instance,Virtual Machine Instance,cmdb_ci_rhv,06/03/2021 00:30
Route,cmdb_ci_route,Virtual Machine Object,cmdb_ci_route,22/02/2018 19:23
Route Table,cmdb_ci_route_table,Virtual Machine Object,cmdb_ci_route,22/02/2018 19:23
Route Table Endpoint,cmdb_ci_endpoint_route_table,Endpoint,cmdb_ci_endpoint,22/02/2018 19:23
Router,cmdb_ci_ip_router,Network Gear,cmdb_ci_ip,06/03/2015 17:57
Router Endpoint,cmdb_ci_endpoint_router,Endpoint,cmdb_ci_endpoint,22/02/2018 19:23
Routing Policy,cmdb_ci_routing_policy,Virtual Machine Object,cmdb_ci_routing,22/02/2018 19:24
SAN Connection,cmdb_ci_san_connection,Configuration Item,cmdb_ci_san,06/03/2015 17:57
SAN Disk,cmdb_ci_san_disk,Storage,cmdb_ci_san,06/03/2015 17:57
SAN Endpoint,cmdb_ci_san_endpoint,Configuration Item,cmdb_ci_san,06/03/2015 17:57
SAN Export,cmdb_ci_san_export,Storage Export,cmdb_ci_san,06/03/2015 17:57
SAN Fabric,cmdb_ci_san_fabric,Configuration Item,cmdb_ci_san,06/03/2015 17:57
SAN Zone,cmdb_ci_san_zone,Configuration Item,cmdb_ci_san,06/03/2015 17:57
SAN Zone Alias,cmdb_ci_san_zone_alias,Configuration Item,cmdb_ci_san,06/03/2015 17:57
SAN Zone Alias Member,cmdb_ci_san_zone_alias_member,Configuration Item,cmdb_ci_san,06/03/2015 17:57
SAN Zone Member,cmdb_ci_san_zone_member,Configuration Item,cmdb_ci_san,06/03/2015 17:57
SAN Zone Set,cmdb_ci_san_zone_set,Configuration Item,cmdb_ci_san,06/03/2015 17:57
SAP APP Endpoint,cmdb_ci_endpoint_sap_app,Endpoint,cmdb_ci_endpoint,11/08/2016 19:25
SAP Application,cmdb_ci_appl_sap,Application,cmdb_ci_appl,11/08/2016 19:22
SAP Application Server,cmdb_ci_appl_sap_server,Application,cmdb_ci_appl,11/08/2016 19:23
SAP Application Server Endpoint,cmdb_ci_endpoint_sap,Endpoint,cmdb_ci_endpoint,11/08/2016 19:23
SAP ASCS Application,cmdb_ci_appl_sap_ascs,SAP Application,cmdb_ci_appl,11/08/2016 19:23
SAP BO BOXIScheduleRouter,cmdb_ci_appl_sap_bo_scheduler,Application,cmdb_ci_appl,11/08/2016 19:24
SAP BO Servers,cmdb_ci_endpoint_sap_bo_servers,Inclusion Endpoint,cmdb_ci_endpoint,11/08/2016 19:23
SAP BO Servers Endpoint,cmdb_ci_endpoint_sap_bo_srv,Endpoint,cmdb_ci_endpoint,22/02/2018 19:23
SAP Business Objects,cmdb_ci_appl_sap_bus_obj,Application,cmdb_ci_appl,11/08/2016 19:22
SAP Business Objects CMS server,cmdb_ci_appl_sap_bo,Application,cmdb_ci_appl,11/08/2016 19:23
SAP CI Application,cmdb_ci_appl_sap_ci,SAP Application,cmdb_ci_appl,11/08/2016 19:23
SAP DI Application,cmdb_ci_appl_sap_di,SAP Application,cmdb_ci_appl,11/08/2016 19:24
SAP ERS Application,cmdb_ci_appl_sap_ers,SAP Application,cmdb_ci_appl,11/08/2016 19:23
SAP Hana Db,cmdb_ci_appl_sap_hana_db,Application,cmdb_ci_appl,11/08/2016 19:23
SAP HANA DB Endpoint,cmdb_ci_endpoint_sap_db,Endpoint,cmdb_ci_endpoint,11/08/2016 19:23
SAP JC Application,cmdb_ci_appl_sap_jc,SAP Application,cmdb_ci_appl,11/08/2016 19:22
SAP SCS Application,cmdb_ci_appl_sap_scs,SAP Application,cmdb_ci_appl,11/08/2016 19:22
SAP System,cmdb_ci_appl_sap_system,Application,cmdb_ci_appl,11/08/2016 19:23
SAP System,cmdb_ci_sap_sid,Application,cmdb_ci_sap,05/03/2021 23:45
Scaling Policy,cmdb_ci_sa_scaling_pol_base,Virtual Machine Object,cmdb_ci_sa,16/05/2019 18:12
Scanner,cmdb_ci_scanner,Imaging Hardware,cmdb_ci_scanner,11/08/2016 19:22
Schedule Policy Template,cmdb_ci_schedule_policy_template,Virtual Machine Object,cmdb_ci_schedule,22/02/2018 19:23
SDWAN Controller,cmdb_ci_sdwan_controller,Server Hardware,cmdb_ci_sdwan,06/03/2021 00:27
SDWAN Edge,cmdb_ci_sdwan_edge,Network Gear,cmdb_ci_sdwan,06/03/2021 00:33
SDWAN Port,cmdb_ci_sdwan_port,Network Gear,cmdb_ci_sdwan,06/03/2021 01:09
Security Device,cmdb_ci_security,IoT Device,cmdb_ci_security,06/03/2021 00:29
Security Group Rule,cmdb_ci_compute_security_group_rule,Virtual Machine Object,cmdb_ci_compute,05/03/2021 23:37
Sendmail,cmdb_ci_appl_sendmail,Application,cmdb_ci_appl,11/08/2016 19:24
Server,cmdb_ci_server,Computer,cmdb_ci_server,06/03/2015 17:57
Server Array Launch Configuration,cmdb_ci_sa_launch_config,Virtual Machine Object,cmdb_ci_sa,16/05/2019 18:12
Server Chassis,cmdb_ci_chassis_server,Server Hardware,cmdb_ci_chassis,22/06/2016 13:52
Server Hardware,cmdb_ci_server_hardware,Server,cmdb_ci_server,11/08/2016 19:23
Server Snapshot,cmdb_ci_server_snapshot,Virtual Machine Object,cmdb_ci_server,22/02/2018 19:23
Server Tape Unit,cmdb_ci_tape_server,Server Hardware,cmdb_ci_tape,11/08/2016 19:24
Service Group,cmdb_ci_service_group,Business Service,cmdb_ci_service,16/05/2019 18:15
ServiceNow Application,cmdb_ci_appl_now_app,Application,cmdb_ci_appl,16/05/2019 18:12
ServiceNow Application Component,cmdb_ci_appl_now_app_comp,ServiceNow Application,cmdb_ci_appl,16/05/2019 18:13
ServiceNow Connector,cmdb_ci_appl_now_connector,ServiceNow Application Component,cmdb_ci_appl,29/08/2019 17:02
ServiceNow MID Server,cmdb_ci_appl_now_mid,ServiceNow Application,cmdb_ci_appl,29/08/2019 17:02
SharePoint,cmdb_ci_appl_sharepoint,Application,cmdb_ci_appl,11/08/2016 19:23
Sharepoint connection Endpoint,cmdb_ci_endpoint_sp_connection,Endpoint,cmdb_ci_endpoint,11/08/2016 19:24
SharePoint Service,cmdb_ci_appl_sp_service,Application,cmdb_ci_appl,11/08/2016 19:25
SharePoint Service EP,cmdb_ci_endpoint_sharepoint_service,Inclusion Endpoint,cmdb_ci_endpoint,11/08/2016 19:24
Ship,cmdb_ci_ship,Transport Type,cmdb_ci_ship,06/03/2021 00:59
Simple Scaling Policy,cmdb_ci_sa_simple_policy,Scaling Policy,cmdb_ci_sa,16/05/2019 18:13
Simulation,cmdb_ci_app_simulation,Application,cmdb_ci_app,11/08/2016 19:24
Simulation Endpoint,cmdb_ci_endpoint_sim_flow,Endpoint,cmdb_ci_endpoint,11/08/2016 19:24
Simulation Inclusion,cmdb_ci_app_simulation_inc,Application,cmdb_ci_app,11/08/2016 19:24
Simulation Inclusion Endpoint,cmdb_ci_endpoint_sim_inc,Inclusion Endpoint,cmdb_ci_endpoint,11/08/2016 19:25
Single Board Computing,cmdb_ci_sbc,IoT Device,cmdb_ci_sbc,06/03/2021 01:08
Site Minder,cmdb_ci_dir_site_minder_server,Infrastructure Service,cmdb_ci_dir,11/08/2016 19:23
Smart Television,cmdb_ci_stv,Display Device,cmdb_ci_stv,06/03/2021 01:11
SMB File system,cmdb_ci_file_system_smb,File System,cmdb_ci_file,06/03/2015 17:57
SMTP Endpoint,cmdb_ci_endpoint_smtp,Endpoint,cmdb_ci_endpoint,11/08/2016 19:22
Snapshot Template,cmdb_ci_snapshot_template,Virtual Machine Object,cmdb_ci_snapshot,22/02/2018 19:23
SNAT IP Pool,cmdb_ci_snat_ip_pool,Virtual Machine Object,cmdb_ci_snat,22/02/2018 19:23
SNC Component,cmdb_ci_snc_component,Configuration Item,cmdb_ci_snc,06/03/2015 18:07
Software,cmdb_ci_spkg,Configuration Item,cmdb_ci_spkg,06/03/2015 17:57
Solaris Server,cmdb_ci_solaris_server,UNIX Server,cmdb_ci_solaris,06/03/2015 17:57
Solaris Virtual Machine Instance,cmdb_ci_solaris_instance,Virtual Machine Instance,cmdb_ci_solaris,06/03/2015 17:57
SQL Server Analysis Services,cmdb_ci_db_mssql_analysis,Database Instance,cmdb_ci_db,11/08/2016 19:22
SQL Server Integration Services,cmdb_ci_db_mssql_integration,Database Instance,cmdb_ci_db,11/08/2016 19:24
SQL Server Integration Services Job,cmdb_ci_db_mssql_int_job,Application,cmdb_ci_db,11/08/2016 19:23
SQL Server Reporting Services,cmdb_ci_db_mssql_reporting,Database Instance,cmdb_ci_db,11/08/2016 19:22
SSAS Endpoint,cmdb_ci_endpoint_ssas,Endpoint,cmdb_ci_endpoint,11/08/2016 19:24
SSAS for MSSQL Endpoint,cmdb_ci_endpoint_ssas_mssql,Endpoint,cmdb_ci_endpoint,11/08/2016 19:24
SSIS Endpoint,cmdb_ci_endpoint_ssis,Endpoint,cmdb_ci_endpoint,11/08/2016 19:23
SSIS file Endpoint,cmdb_ci_endpoint_ssis_file,Endpoint,cmdb_ci_endpoint,11/08/2016 19:24
SSIS for MSSQL Endpoint,cmdb_ci_endpoint_ssis_mssql,Endpoint,cmdb_ci_endpoint,11/08/2016 19:22
SSIS job,cmdb_ci_endpoint_ssis_job,Inclusion Endpoint,cmdb_ci_endpoint,11/08/2016 19:22
Storage,cmdb_ci_storage_device,Configuration Item,cmdb_ci_storage,06/03/2015 17:57
Storage Access Policy,cmdb_ci_storage_access_policy,Virtual Machine Object,cmdb_ci_storage,22/02/2018 19:23
Storage Area Network,cmdb_ci_san,Configuration Item,cmdb_ci_san,06/03/2015 17:57
Storage Cluster,cmdb_ci_storage_cluster,Cluster,cmdb_ci_storage,16/05/2019 18:12
Storage Cluster Node,cmdb_ci_storage_cluster_node,Cluster Node,cmdb_ci_storage,16/05/2019 18:11
Storage Container,cmdb_ci_storage_container,Virtual Machine Object,cmdb_ci_storage,22/02/2018 19:23
Storage Controller,cmdb_ci_storage_controller,Configuration Item,cmdb_ci_storage,06/03/2015 17:57
Storage Default Template,cmdb_ci_storage_def_template,Virtual Machine Object,cmdb_ci_storage,22/02/2018 19:22
Storage Disk,cmdb_ci_storage_disk,Disk,cmdb_ci_storage,06/03/2015 17:57
Storage Efficiency Template,cmdb_ci_storage_eff_template,Virtual Machine Object,cmdb_ci_storage,22/02/2018 19:23
Storage Export,cmdb_ci_storage_export,Configuration Item,cmdb_ci_storage,06/03/2015 17:57
Storage FC Connectivity Endpoint,cmdb_ci_endpoint_storage_fc,Endpoint,cmdb_ci_endpoint,11/08/2016 19:25
Storage File Share,cmdb_ci_storage_fileshare,Configuration Item,cmdb_ci_storage,06/03/2015 17:57
Storage HBA,cmdb_ci_storage_hba,Configuration Item,cmdb_ci_storage,06/03/2015 17:57
Storage Mapping,cmdb_ci_storage_mapping,Virtual Machine Object,cmdb_ci_storage,22/02/2018 19:23
Storage Node,cmdb_ci_storage_node,Virtual Machine Object,cmdb_ci_storage,22/02/2018 19:23
Storage Node Element,cmdb_ci_storage_node_element,Server,cmdb_ci_storage,16/05/2019 18:13
Storage Pool,cmdb_ci_storage_pool,Configuration Item,cmdb_ci_storage,06/03/2015 17:57
Storage Pool Member,cmdb_ci_storage_pool_member,Configuration Item,cmdb_ci_storage,06/03/2015 17:57
Storage Port,cmdb_ci_storage_port,Fibre Channel Port,cmdb_ci_storage,06/03/2015 17:57
Storage Server,cmdb_ci_storage_server,Server,cmdb_ci_storage,06/03/2015 17:57
Storage Switch,cmdb_ci_storage_switch,Computer,cmdb_ci_storage,06/03/2015 17:57
Storage Volume,cmdb_ci_storage_volume,Configuration Item,cmdb_ci_storage,06/03/2015 17:57
Storage Volume Snapshot,cmdb_ci_storage_vol_snapshot,Virtual Machine Object,cmdb_ci_storage,22/02/2018 19:23
StoreFront Components,cmdb_ci_endpoint_storefront_comp,Inclusion Endpoint,cmdb_ci_endpoint,11/08/2016 19:24
StoreFront Components Endpoint,cmdb_ci_endpoint_storefront_components,Endpoint,cmdb_ci_endpoint,22/02/2018 19:23
Subnet Endpoint,cmdb_ci_endpoint_subnet,Endpoint,cmdb_ci_endpoint,22/02/2018 19:23
Sun Directory Proxy Server,cmdb_ci_sun_dir_proxy_server,Infrastructure Service,cmdb_ci_sun,11/08/2016 19:23
Sun LDAP Server,cmdb_ci_sun_ldap_dir_server,Infrastructure Service,cmdb_ci_sun,11/08/2016 19:22
Surger Protection Equipment,cmdb_ci_surge_power_eq,Power Equipment,cmdb_ci_surge,06/03/2015 17:57
Switch,cmdb_ci_ip_switch,Network Gear,cmdb_ci_ip,06/03/2015 17:57
Switch Port,cmdb_ci_switch_port,Port,cmdb_ci_switch,25/08/2016 18:13
Sybase Catalog,cmdb_ci_db_syb_catalog,Database Catalog,cmdb_ci_db,06/03/2015 17:57
Sybase Endpoint,cmdb_ci_endpoint_sybase,Endpoint,cmdb_ci_endpoint,11/08/2016 19:25
Sybase Instance,cmdb_ci_db_syb_instance,Database Instance,cmdb_ci_db,06/03/2015 17:57
TCP Endpoint,cmdb_ci_endpoint_tcp,Endpoint,cmdb_ci_endpoint,11/08/2016 19:24
Technical Service,cmdb_ci_service_technical,Business Service,cmdb_ci_service,05/03/2021 23:19
Tibco Adapter,cmdb_ci_appl_tibco_adapter,Application,cmdb_ci_appl,16/05/2019 18:13
Tibco BW Endpoint,cmdb_ci_endpoint_tibco_bw,Endpoint,cmdb_ci_endpoint,11/08/2016 19:24
